0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.996314691280000109e-02,-8.995797349740000670e-02,-1.871162056110000083e-01,9.727598455289999668e-01,-5.991064553440000190e-02,-3.253994026579999990e-03,-1.486273843949999923e-02,1.458565384160000027e-02,7.065526878369999923e-03,1.248313972480000027e-02
2.000000000000000000e+00,8.405356881169999406e-02,-1.572806403680000048e-02,2.695829963439999935e-02,-8.230300042399999599e-03,-2.937335136159999888e-02,3.071010074609999974e-01,-6.236551805419999761e-01,-1.256890727809999997e-01,-7.013787970000000538e-01,-6.600844295509999959e-03
2.000000000000000000e+00,8.457849827839999945e-02,-2.173025462720000120e-02,3.253310122420000061e-02,-7.185436335609999767e-03,-1.490236816640000059e-02,3.200338967949999947e-01,-6.231860627519999474e-01,-1.328461853239999990e-01,-6.945908092689999647e-01,1.245370362070000007e-02
0.000000000000000000e+00,8.522618259870000379e-02,-9.097896358580000176e-02,-1.817202510389999970e-01,9.735533125109999686e-01,-5.325279714080000115e-02,1.289737790399999966e-02,-7.768343769800000256e-03,1.382837159440000047e-02,1.035771453389999937e-02,1.643070324820000011e-02
0.000000000000000000e+00,9.166756312780000027e-02,-7.862454952429999422e-02,-1.931458622330000097e-01,9.703112762819999793e-01,-7.047565145490000682e-02,-5.646523456269999727e-03,-1.172264453659999962e-02,1.961272247069999891e-02,1.652354524889999843e-02,2.849795789030000123e-02
2.000000000000000000e+00,9.168932606740000379e-02,-5.101820694490000196e-03,4.194014362879999736e-02,-4.860206612530000407e-03,-1.698753658829999999e-02,3.117672072350000101e-01,-6.030523218509999950e-01,-1.386933311369999977e-01,-7.135625721120000264e-01,-1.475081144280000062e-02
2.000000000000000000e+00,9.221167828640000619e-02,-6.643255645859999850e-03,2.516915375900000140e-02,-9.488824452620000377e-03,-4.513011240360000065e-02,3.153613105859999766e-01,-6.152544335990000057e-01,-1.544958520299999916e-01,-6.976790501630000252e-01,-8.764861505669999456e-03
2.000000000000000000e+00,9.248217144690000502e-02,-2.949263086179999827e-02,9.048676073889999616e-02,5.375665196049999976e-03,-2.619996510160000052e-03,3.080649697330000159e-01,-6.378086124070000418e-01,-9.146568487030000416e-02,-6.869479972369999521e-01,1.965305592759999942e-02
2.000000000000000000e+00,9.654548708080000485e-02,7.244516852850000146e-03,6.835833652919999504e-02,2.482821949800000094e-02,3.590026172110000191e-01,7.560404315149999999e-01,3.782772833170000015e-01,-3.140939200830000222e-01,7.231452234749999319e-02,-1.946255022970000137e-01
