0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.722801713879999639e-04,-4.906318359620000236e-03,3.928528085739999877e-03,7.068705313649999850e-03,4.791848964560000042e-03,-3.023552203499999935e-03,-1.975518505950000017e-02,-1.252095141819999924e-01,6.474063546999999641e-01,7.514487970469999611e-01
2.000000000000000000e+00,7.130585118020000071e-04,-4.902329840300000130e-03,3.964716768190000400e-03,7.046985959219999839e-03,4.745137767720000385e-03,-3.008395377890000187e-03,-1.969973561669999956e-02,-1.252977172710000031e-01,6.474408067419999968e-01,7.514062264659999713e-01
2.000000000000000000e+00,7.417282822450000333e-04,-4.920751773439999664e-03,3.927983339850000047e-03,7.049073741999999955e-03,4.690698124620000173e-03,-3.000008693769999971e-03,-1.970749488279999878e-02,-1.252371684580000089e-01,6.474547648890000007e-01,7.514044906379999667e-01
2.000000000000000000e+00,8.350518067950000144e-04,-4.925764260620000418e-03,4.154798104590000200e-03,6.997199943130000266e-03,4.676142815909999605e-03,-2.968434815180000155e-03,-1.955006346160000075e-02,-1.253642570680000012e-01,6.474835155829999911e-01,7.513619857169999694e-01
2.000000000000000000e+00,9.463156651890000009e-04,-5.055281225739999620e-03,3.926050513319999727e-03,7.046642446219999849e-03,4.521465199769999707e-03,-3.015724848429999876e-03,-1.959080691719999878e-02,-1.253067434550000081e-01,6.473728762610000409e-01,7.514663803140000375e-01
2.000000000000000000e+00,1.157193631220000034e-03,-5.161623053030000262e-03,3.829072374259999932e-03,6.921543820689999953e-03,4.452528772219999618e-03,-3.052876210659999801e-03,-1.951263299579999999e-02,-1.253320540479999912e-01,6.473240758939999839e-01,7.515071377369999528e-01
2.000000000000000000e+00,1.316902091829999987e-03,-5.125980401220000399e-03,3.894774513430000057e-03,7.014443157669999866e-03,4.092474814500000023e-03,-2.899297665619999988e-03,-1.931870326379999878e-02,-1.254286231020000086e-01,6.473648876869999569e-01,7.514623174429999608e-01
2.000000000000000000e+00,1.346503569290000103e-03,-5.156822983209999670e-03,3.958580559060000288e-03,6.948519090929999864e-03,3.942690854900000180e-03,-2.823922106130000165e-03,-1.919255087350000069e-02,-1.254495712779999939e-01,6.473394876460000225e-01,7.514850372910000242e-01
2.000000000000000000e+00,1.609010880239999941e-03,-5.019935367290000172e-03,3.894357081610000208e-03,6.947368348690000257e-03,3.579825560850000143e-03,-2.805044216659999864e-03,-1.921254999770000138e-02,-1.255420469870000000e-01,6.475397098730000245e-01,7.512992030230000173e-01
2.000000000000000000e+00,1.751800731420000059e-03,-5.372169956999999635e-03,4.206071157759999971e-03,6.816105306369999936e-03,3.906013707040000178e-03,-3.066441888789999976e-03,-1.881019047840000111e-02,-1.256172438579999939e-01,6.473465241800000491e-01,7.514573993650000006e-01
0.000000000000000000e+00,6.940399823249999989e-02,-1.603770746060000085e-01,-1.119298528799999998e-01,6.408673778750000050e-02,-3.974986742880000090e-01,-2.363478559549999913e-01,4.002595523710000269e-01,9.872155413449999750e-02,6.598121409749999611e-01,-3.655894638459999957e-01
0.000000000000000000e+00,9.325331377550000189e-02,-2.340345203699999987e-01,1.124731663449999924e-03,-1.470083174200000065e-01,-1.834199143090000095e-01,-5.136329971540000150e-01,3.607915871749999837e-01,-4.651233769059999745e-01,3.947029532250000139e-02,-5.190269764370000205e-01
0.000000000000000000e+00,1.219203406119999944e-01,-2.574956943450000257e-01,-1.727213510279999864e-01,8.113359045149999560e-02,-4.528786741010000227e-01,-2.273832822559999911e-01,4.811956701280000193e-01,1.241659988310000046e-01,5.495797115070000238e-01,-2.767842035199999939e-01
2.000000000000000000e+00,1.687993478760000110e-01,-5.062378225749999960e-02,2.746087841340000193e-03,-2.117683038729999828e-02,-2.155895488550000072e-01,4.199350136280000090e-02,9.416367866630000194e-02,-1.971548823210000079e-01,6.673312947599999712e-01,6.535884048710000060e-01
0.000000000000000000e+00,1.738039368579999966e-01,-9.638824455870000085e-02,6.274368260899999550e-01,-1.356035068289999923e-01,3.377011260480000110e-01,1.905927714990000021e-01,1.005465788959999940e-01,6.137636496510000539e-01,4.651968140409999675e-02,9.533649901950000394e-02
0.000000000000000000e+00,1.809328219030000018e-01,-3.297761860860000116e-01,-1.444496107250000105e-01,2.454873500519999877e-02,-5.336761423450000486e-01,-2.231506761660000115e-01,4.951754319280000094e-01,-5.783332409300000199e-02,4.993123859529999820e-01,-6.767526070870000243e-02
